,post_url,num_comments,num_likes,caption,image_url,is_video,labels,labels_str,comment_norm,likes_norm,engage_scores,engagement_metr,labels_tokens,topic0,topic1,topic2,topic3,topic4
0,https://www.instagram.com/p/CGdByXPhb0J/,421,73652,"FW20 Campaign. Kids Collection
Creative Direction: @fabienbaron
Photographs: @alasdairmclellan
Stylist: Karl Templer #KarlTempler
Hair and Make up: @benjaminmullerhair & @lilichoimakeup

#aw20 #zarakids #zaracampaign #fw20 @zarakids",https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/121828989_635394503808654_5186204885490223879_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=WAlf8Z9DsEsAX_fJDgO&tp=19&oh=2f96f0f5d6855c07f066eb05f3c085e1&oe=5FB9F532,False,"['clothing', 'fashion', 'outerwear', 'fur', 'street', 'fashion', 'headgear', 'knee', 'photography', 'coat', 'fashion', 'design']",clothing fashion outerwear fur street fashion headgear knee photography coat fashion design,0.12969808995687,0.25128967983186395,0.17833472590686755,1,"['clothing', 'fashion', 'outerwear', 'fur', 'street', 'fashion', 'headgear', 'knee', 'photography', 'coat', 'fashion', 'design']",0.4325529634952545,0.02282792143523693,0.49936044216156006,0.02239398844540119,0.02286466211080551
1,https://www.instagram.com/p/CGcEoEkh5hX/,196,56437,"FW20 Campaign. Kids Collection
Creative Direction: @fabienbaron
Photographs: @alasdairmclellan
Stylist: Karl Templer #KarlTempler
Hair and Make up: @benjaminmullerhair & @lilichoimakeup

#aw20 #zarakids #zaracampaign #fw20 @zarakids",https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/121637238_129807398537891_7930651113707661831_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=5vY6DtZLq30AX96Nv1u&tp=19&oh=534611b70270e2374a8c98acba205cfa&oe=5FBA798A,False,"['cool', 'fashion', 'jeans', 'sitting', 'denim', 'shoe', 'style']",cool fashion jeans sitting denim shoe style,0.06038200862600123,0.1925546578595409,0.11325106831941711,0,"['cool', 'fashion', 'jeans', 'sitting', 'denim', 'shoe', 'style']",0.881266176700592,0.029747886583209038,0.030101366341114044,0.02940366044640541,0.029480913653969765
2,https://www.instagram.com/p/CGacyX7BvYy/,110,34944,"FW20 Campaign. Man Collection
Creative Direction: @fabienbaron
Photographs: @craigmcdeanstudio
Stylist: Karl Templer #KarlTempler
Hair and Make up: @eugenesouleiman & @diane.kendal

Thank you @henrykitcher @jonasgloeer @youjustcallmejun @ty3kingz @boularoc #aw20 #zaraman #zaracampaign #fw20 @zaraman",https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/121710672_428627591451469_8097524057702629064_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=48dThcsluNcAX_s0GoV&_nc_tp=15&oh=c77ac6d5fec1e994c9ceedbb919b8931&oe=5FBC67FB,False,"['hair', 'face', 'hairstyle', 'eyebrow', 'forehead', 'chin', 'head', 'beauty', 'ear', 'human']",hair face hairstyle eyebrow forehead chin head beauty ear human,0.033887861983980284,0.11922373556786856,0.06802221141753559,0,"['hair', 'face', 'hairstyle', 'eyebrow', 'forehead', 'chin', 'head', 'beauty', 'ear', 'human']",0.020148014649748802,0.020164011046290398,0.020232021808624268,0.9192814230918884,0.020174501463770866
3,https://www.instagram.com/p/CGZXRXWBZaX/,144,44766,"FW20 Campaign. Man Collection
Creative Direction: @fabienbaron
Photographs: @craigmcdeanstudio
Stylist: Karl Templer #KarlTempler
Hair and Make up: @eugenesouleiman & @diane.kendal

Thank you @henrykitcher @jonasgloeer @youjustcallmejun @ty3kingz @boularoc #aw20 #zaraman #zaracampaign #fw20 @zaraman",https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/121514140_206802030864112_8013697713704332732_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=p_TmUricyj8AX-_CgMr&tp=19&oh=1d96d55f131489f710df982c21edb0bb&oe=5FBBF161,False,"['clothing', 'fashion', 'outerwear', 'beige', 'fashion', 'design', 'suit', 'model']",clothing fashion outerwear beige fashion design suit model,0.04436229205175601,0.1527349400878893,0.08771135126620933,0,"['clothing', 'fashion', 'outerwear', 'beige', 'fashion', 'design', 'suit', 'model']",0.03375347703695297,0.8650345206260681,0.033819012343883514,0.033579446375370026,0.03381357342004776
4,https://www.instagram.com/p/CGXyQJBBn3G/,278,65139,"FW20 Campaign. Woman Collection
Creative Direction: @fabienbaron
Photographs: Steven Meisel #StevenMeisel
Stylist: Karl Templer #KarlTempler
Hair and Make up: @guidopalau & @diane.kendal

Thank you @riannevanrompaey @mona_tougaard @sachaquenby @mikaschndr #aw20 #zarawoman #zaracampaign #fw20",https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/121574294_445043336458931_8708579042956599159_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=fHYgeafqWawAX8fyCwh&_nc_tp=15&oh=9252f4a66f108e992fec6962a5ff2f1c&oe=5FBBE04C,False,"['people', 'in', 'nature', 'photograph', 'standing', 'monochrome', 'photography', 'fun', 'monochrome', 'photography', 'happy', 'stock', 'photography']",people in nature photograph black-and-white standing monochrome photography fun monochrome photography happy stock photography,0.08564386937769562,0.22224458880366843,0.14028415714808476,1,"['people', 'in', 'nature', 'photograph', 'standing', 'monochrome', 'photography', 'fun', 'monochrome', 'photography', 'happy', 'stock', 'photography']",0.92591792345047,0.0185245331376791,0.018605176359415054,0.018373632803559303,0.01857871748507023
5,https://www.instagram.com/p/CGW-08ShLvp/,426,89635,"FW20 Campaign. Woman Collection
Creative Direction: @fabienbaron
Photographs: Steven Meisel #StevenMeisel
Stylist: Karl Templer #KarlTempler
Hair and Make up: @guidopalau & @diane.kendal

Thank you @riannevanrompaey @mona_tougaard @sachaquenby @mikaschndr #aw20 #zarawoman #zaracampaign #fw20",https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/121330195_2817421655250355_4594672246235609001_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Tr-MCW-5OZgAX8LU7pq&_nc_tp=15&oh=17841732ca1eb9e0c1124c283ac7d3ea&oe=5FB95D01,False,"['photograph', 'standing', 'people', 'suit', 'fashion', 'formal', 'wear', 'worker', 'monochrome', 'photography']",photograph standing people suit black-and-white fashion formal wear white-collar worker monochrome photography,0.13123844731977818,0.30582130087070447,0.2010715887401487,1,"['photograph', 'standing', 'people', 'suit', 'fashion', 'formal', 'wear', 'worker', 'monochrome', 'photography']",0.026039795950055122,0.8973399996757507,0.025614634156227112,0.02536611445248127,0.025639422237873077
6,https://www.instagram.com/p/CGLGiKyhoYJ/,266,35956,FW20 campaign. Coming soon #zaracampaign #zarakids @zarakids,https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/120882053_788863858353453_3726585498533773828_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=6GdpjPGX7gcAX9rPI7x&tp=19&oh=231b61e88ef543fcd36de6d5fd36559e&oe=5FBB0C2C,False,"['cool', 'human', 'font', 'fur', 'outerwear', 'textile', 'album', 'cover', 'furniture', 'fashion', 'accessory', 'black', 'hair']",cool human font fur outerwear textile album cover furniture fashion accessory black hair,0.08194701170671596,0.12267652919180064,0.09823881870074982,0,"['cool', 'human', 'font', 'fur', 'outerwear', 'textile', 'album', 'cover', 'furniture', 'fashion', 'accessory', 'black', 'hair']",0.754557728767395,0.020471306517720222,0.020591124892234802,0.1836591362953186,0.020720716565847397
7,https://www.instagram.com/p/CGKrbgHBmUZ/,199,38500,FW20 campaign. Coming soon #zaracampaign #zarawoman,https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/121124602_254182709344290_335201485951311479_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=409s-WcWzTcAX86HXek&tp=19&oh=69429afa0a3531922199830c2ce21739&oe=5FBC4C21,False,"['photograph', 'clothing', 'formal', 'wear', 'standing', 'suit', 'fashion', 'coat', 'overcoat', 'outerwear']",photograph clothing formal wear standing suit fashion coat overcoat black-and-white outerwear,0.06130622304374615,0.13135627917132953,0.0893262454947795,0,"['photograph', 'clothing', 'formal', 'wear', 'standing', 'suit', 'fashion', 'coat', 'overcoat', 'outerwear']",0.025255315005779266,0.8986353874206543,0.02540401741862297,0.025120113044977188,0.02558518573641777
8,https://www.instagram.com/p/CGJ_9rWh3Sv/,118,29410,FW20 campaign. Coming soon #zaracampaign #zaraman @zaraman,https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/121202358_158106045958385_5685684629495695995_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=bgDFLLxMKBUAX9J-vcz&tp=19&oh=7fe674964c6bd73885b0d697097373e7&oe=5FB91F43,False,"['suit', 'fashion', 'formal', 'wear', 'outerwear', 'fashion', 'design']",suit fashion formal wear outerwear fashion design,0.036352433764633395,0.10034254988126758,0.06194848021128707,0,"['suit', 'fashion', 'formal', 'wear', 'outerwear', 'fashion', 'design']",0.04039057716727257,0.8383765816688538,0.04069109633564949,0.04012060537934303,0.040421128273010254
9,https://www.instagram.com/p/CGIZBCFB4Ol/,197,59159,"Archive Collection 1996/2012 — Launching a re-edition of iconic classics from our archives. 

Spring/Summer 2011
Stella Tennant by David Sims

Reviving Zara campaigns from the last decades, the collection features re-edited garments from past seasons that are showcased through a selection of campaign images, giving them an updated look #zarawoman #zaraarchives",https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/121196527_974752259669343_1963273716344597117_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=zR0A06lj-HsAX-a5ypc&tp=19&oh=8f5d83a514b3d8d2af02c58a9fdcd354&oe=5FBA8C72,False,"['clothing', 'standing', 'outerwear', 'coat', 'fashion', 'overcoat', 'formal', 'wear', 'blazer', 'suit']",clothing standing outerwear coat fashion overcoat formal wear blazer black-and-white suit,0.06069008009858287,0.20184171738952425,0.11715073501495943,0,"['clothing', 'standing', 'outerwear', 'coat', 'fashion', 'overcoat', 'formal', 'wear', 'blazer', 'suit']",0.025139573961496353,0.8988020420074463,0.02547287940979004,0.02507624216377735,0.025509243831038475
